oa_work_id,counts_by_year_json
https://openalex.org/W2519330395,"[{""year"": 2018, ""cited_by_count"": 1}]"
https://openalex.org/W2158703881,"[{""year"": 2025, ""cited_by_count"": 1}, {""year"": 2024, ""cited_by_count"": 3}, {""year"": 2023, ""cited_by_count"": 4}, {""year"": 2022, ""cited_by_count"": 4}, {""year"": 2021, ""cited_by_count"": 11}, {""year"": 2020, ""cited_by_count"": 18}, {""year"": 2019, ""cited_by_count"": 13}, {""year"": 2018, ""cited_by_count"": 17}, {""year"": 2017, ""cited_by_count"": 13}, {""year"": 2016, ""cited_by_count"": 14}, {""year"": 2015, ""cited_by_count"": 17}, {""year"": 2014, ""cited_by_count"": 8}, {""year"": 2013, ""cited_by_count"": 4}, {""year"": 2012, ""cited_by_count"": 1}]"
https://openalex.org/W2134207659,"[{""year"": 2025, ""cited_by_count"": 1}, {""year"": 2024, ""cited_by_count"": 6}, {""year"": 2023, ""cited_by_count"": 6}, {""year"": 2022, ""cited_by_count"": 10}, {""year"": 2021, ""cited_by_count"": 15}, {""year"": 2020, ""cited_by_count"": 12}, {""year"": 2019, ""cited_by_count"": 13}, {""year"": 2018, ""cited_by_count"": 10}, {""year"": 2017, ""cited_by_count"": 8}, {""year"": 2016, ""cited_by_count"": 5}, {""year"": 2015, ""cited_by_count"": 3}, {""year"": 2014, ""cited_by_count"": 2}, {""year"": 2013, ""cited_by_count"": 5}]"
https://openalex.org/W2162665916,"[{""year"": 2019, ""cited_by_count"": 1}, {""year"": 2016, ""cited_by_count"": 1}, {""year"": 2015, ""cited_by_count"": 1}, {""year"": 2014, ""cited_by_count"": 1}, {""year"": 2013, ""cited_by_count"": 2}]"
https://openalex.org/W2404451699,"[{""year"": 2017, ""cited_by_count"": 1}]"
https://openalex.org/W2119100365,"[{""year"": 2024, ""cited_by_count"": 1}, {""year"": 2022, ""cited_by_count"": 1}, {""year"": 2021, ""cited_by_count"": 5}, {""year"": 2020, ""cited_by_count"": 3}, {""year"": 2019, ""cited_by_count"": 1}, {""year"": 2017, ""cited_by_count"": 1}, {""year"": 2015, ""cited_by_count"": 1}, {""year"": 2013, ""cited_by_count"": 1}]"
https://openalex.org/W2104985274,"[{""year"": 2024, ""cited_by_count"": 1}, {""year"": 2023, ""cited_by_count"": 4}, {""year"": 2022, ""cited_by_count"": 2}, {""year"": 2021, ""cited_by_count"": 10}, {""year"": 2020, ""cited_by_count"": 12}, {""year"": 2019, ""cited_by_count"": 15}, {""year"": 2018, ""cited_by_count"": 12}, {""year"": 2017, ""cited_by_count"": 14}, {""year"": 2016, ""cited_by_count"": 15}, {""year"": 2015, ""cited_by_count"": 30}, {""year"": 2014, ""cited_by_count"": 16}, {""year"": 2013, ""cited_by_count"": 3}]"
https://openalex.org/W2124985614,"[{""year"": 2025, ""cited_by_count"": 1}, {""year"": 2023, ""cited_by_count"": 1}, {""year"": 2021, ""cited_by_count"": 3}, {""year"": 2020, ""cited_by_count"": 2}, {""year"": 2019, ""cited_by_count"": 1}, {""year"": 2018, ""cited_by_count"": 2}, {""year"": 2017, ""cited_by_count"": 4}, {""year"": 2016, ""cited_by_count"": 5}, {""year"": 2015, ""cited_by_count"": 5}, {""year"": 2014, ""cited_by_count"": 4}, {""year"": 2013, ""cited_by_count"": 2}]"
https://openalex.org/W2119914747,"[{""year"": 2026, ""cited_by_count"": 1}, {""year"": 2025, ""cited_by_count"": 1}, {""year"": 2024, ""cited_by_count"": 5}, {""year"": 2023, ""cited_by_count"": 2}, {""year"": 2022, ""cited_by_count"": 3}, {""year"": 2021, ""cited_by_count"": 12}, {""year"": 2020, ""cited_by_count"": 14}, {""year"": 2019, ""cited_by_count"": 6}, {""year"": 2018, ""cited_by_count"": 10}, {""year"": 2017, ""cited_by_count"": 10}, {""year"": 2016, ""cited_by_count"": 5}, {""year"": 2015, ""cited_by_count"": 8}, {""year"": 2014, ""cited_by_count"": 2}, {""year"": 2013, ""cited_by_count"": 4}]"
https://openalex.org/W2161313852,"[{""year"": 2023, ""cited_by_count"": 1}, {""year"": 2022, ""cited_by_count"": 1}, {""year"": 2021, ""cited_by_count"": 1}, {""year"": 2018, ""cited_by_count"": 2}, {""year"": 2017, ""cited_by_count"": 2}, {""year"": 2016, ""cited_by_count"": 4}, {""year"": 2015, ""cited_by_count"": 4}, {""year"": 2014, ""cited_by_count"": 2}, {""year"": 2013, ""cited_by_count"": 1}]"
https://openalex.org/W2145656406,"[{""year"": 2018, ""cited_by_count"": 1}, {""year"": 2017, ""cited_by_count"": 2}, {""year"": 2016, ""cited_by_count"": 3}, {""year"": 2015, ""cited_by_count"": 2}, {""year"": 2014, ""cited_by_count"": 1}, {""year"": 2013, ""cited_by_count"": 1}]"
https://openalex.org/W2101008719,"[{""year"": 2025, ""cited_by_count"": 1}, {""year"": 2024, ""cited_by_count"": 1}, {""year"": 2022, ""cited_by_count"": 2}, {""year"": 2021, ""cited_by_count"": 7}, {""year"": 2020, ""cited_by_count"": 1}, {""year"": 2019, ""cited_by_count"": 4}, {""year"": 2018, ""cited_by_count"": 3}, {""year"": 2017, ""cited_by_count"": 4}, {""year"": 2016, ""cited_by_count"": 2}, {""year"": 2015, ""cited_by_count"": 5}, {""year"": 2014, ""cited_by_count"": 5}, {""year"": 2013, ""cited_by_count"": 7}, {""year"": 2012, ""cited_by_count"": 1}]"
https://openalex.org/W2109034718,"[{""year"": 2023, ""cited_by_count"": 3}, {""year"": 2022, ""cited_by_count"": 1}, {""year"": 2021, ""cited_by_count"": 2}, {""year"": 2020, ""cited_by_count"": 4}, {""year"": 2019, ""cited_by_count"": 5}, {""year"": 2018, ""cited_by_count"": 9}, {""year"": 2017, ""cited_by_count"": 8}, {""year"": 2016, ""cited_by_count"": 19}, {""year"": 2015, ""cited_by_count"": 23}, {""year"": 2014, ""cited_by_count"": 8}, {""year"": 2013, ""cited_by_count"": 8}]"
https://openalex.org/W2123020895,"[{""year"": 2025, ""cited_by_count"": 1}, {""year"": 2023, ""cited_by_count"": 3}, {""year"": 2022, ""cited_by_count"": 9}, {""year"": 2021, ""cited_by_count"": 15}, {""year"": 2020, ""cited_by_count"": 11}, {""year"": 2019, ""cited_by_count"": 7}, {""year"": 2018, ""cited_by_count"": 14}, {""year"": 2017, ""cited_by_count"": 14}, {""year"": 2016, ""cited_by_count"": 13}, {""year"": 2015, ""cited_by_count"": 13}, {""year"": 2014, ""cited_by_count"": 9}, {""year"": 2013, ""cited_by_count"": 10}, {""year"": 2012, ""cited_by_count"": 2}]"
https://openalex.org/W2106607068,"[{""year"": 2019, ""cited_by_count"": 2}, {""year"": 2015, ""cited_by_count"": 1}, {""year"": 2013, ""cited_by_count"": 2}]"
https://openalex.org/W2165126939,"[{""year"": 2019, ""cited_by_count"": 1}, {""year"": 2018, ""cited_by_count"": 1}, {""year"": 2017, ""cited_by_count"": 1}]"
https://openalex.org/W2142694817,"[{""year"": 2024, ""cited_by_count"": 2}, {""year"": 2023, ""cited_by_count"": 3}, {""year"": 2022, ""cited_by_count"": 2}, {""year"": 2021, ""cited_by_count"": 7}, {""year"": 2020, ""cited_by_count"": 12}, {""year"": 2019, ""cited_by_count"": 9}, {""year"": 2018, ""cited_by_count"": 12}, {""year"": 2017, ""cited_by_count"": 10}, {""year"": 2016, ""cited_by_count"": 17}, {""year"": 2015, ""cited_by_count"": 10}, {""year"": 2014, ""cited_by_count"": 13}, {""year"": 2013, ""cited_by_count"": 6}, {""year"": 2012, ""cited_by_count"": 1}]"
https://openalex.org/W2110814829,"[{""year"": 2021, ""cited_by_count"": 1}, {""year"": 2017, ""cited_by_count"": 2}, {""year"": 2016, ""cited_by_count"": 2}, {""year"": 2015, ""cited_by_count"": 7}, {""year"": 2014, ""cited_by_count"": 6}, {""year"": 2013, ""cited_by_count"": 3}, {""year"": 2012, ""cited_by_count"": 1}]"
https://openalex.org/W3147600416,"[{""year"": 2021, ""cited_by_count"": 45}, {""year"": 2020, ""cited_by_count"": 40}, {""year"": 2019, ""cited_by_count"": 60}, {""year"": 2018, ""cited_by_count"": 53}, {""year"": 2017, ""cited_by_count"": 357}, {""year"": 2016, ""cited_by_count"": 146}, {""year"": 2015, ""cited_by_count"": 51}, {""year"": 2014, ""cited_by_count"": 10}, {""year"": 2013, ""cited_by_count"": 4}]"
https://openalex.org/W2170262790,"[{""year"": 2024, ""cited_by_count"": 2}, {""year"": 2023, ""cited_by_count"": 1}, {""year"": 2022, ""cited_by_count"": 1}, {""year"": 2021, ""cited_by_count"": 5}, {""year"": 2020, ""cited_by_count"": 6}, {""year"": 2019, ""cited_by_count"": 6}, {""year"": 2018, ""cited_by_count"": 3}, {""year"": 2017, ""cited_by_count"": 2}, {""year"": 2016, ""cited_by_count"": 3}, {""year"": 2015, ""cited_by_count"": 6}, {""year"": 2014, ""cited_by_count"": 4}, {""year"": 2013, ""cited_by_count"": 2}]"
https://openalex.org/W2123503703,"[{""year"": 2025, ""cited_by_count"": 1}, {""year"": 2024, ""cited_by_count"": 4}, {""year"": 2023, ""cited_by_count"": 1}, {""year"": 2022, ""cited_by_count"": 1}, {""year"": 2019, ""cited_by_count"": 1}, {""year"": 2017, ""cited_by_count"": 4}, {""year"": 2016, ""cited_by_count"": 4}, {""year"": 2015, ""cited_by_count"": 1}, {""year"": 2014, ""cited_by_count"": 3}, {""year"": 2013, ""cited_by_count"": 2}]"
https://openalex.org/W2141967239,"[{""year"": 2026, ""cited_by_count"": 1}, {""year"": 2024, ""cited_by_count"": 2}, {""year"": 2021, ""cited_by_count"": 1}, {""year"": 2018, ""cited_by_count"": 1}, {""year"": 2017, ""cited_by_count"": 2}, {""year"": 2015, ""cited_by_count"": 3}, {""year"": 2014, ""cited_by_count"": 1}]"
https://openalex.org/W2154290889,"[{""year"": 2024, ""cited_by_count"": 3}, {""year"": 2023, ""cited_by_count"": 1}, {""year"": 2022, ""cited_by_count"": 2}, {""year"": 2021, ""cited_by_count"": 15}, {""year"": 2020, ""cited_by_count"": 16}, {""year"": 2019, ""cited_by_count"": 9}, {""year"": 2018, ""cited_by_count"": 12}, {""year"": 2017, ""cited_by_count"": 11}, {""year"": 2016, ""cited_by_count"": 8}, {""year"": 2015, ""cited_by_count"": 26}, {""year"": 2014, ""cited_by_count"": 16}, {""year"": 2013, ""cited_by_count"": 9}, {""year"": 2012, ""cited_by_count"": 1}]"
https://openalex.org/W2135440260,"[{""year"": 2022, ""cited_by_count"": 5}, {""year"": 2021, ""cited_by_count"": 9}, {""year"": 2020, ""cited_by_count"": 8}, {""year"": 2019, ""cited_by_count"": 5}, {""year"": 2018, ""cited_by_count"": 7}, {""year"": 2017, ""cited_by_count"": 8}, {""year"": 2016, ""cited_by_count"": 6}, {""year"": 2015, ""cited_by_count"": 4}, {""year"": 2014, ""cited_by_count"": 10}, {""year"": 2013, ""cited_by_count"": 3}]"
https://openalex.org/W2142496058,"[{""year"": 2023, ""cited_by_count"": 1}, {""year"": 2022, ""cited_by_count"": 1}, {""year"": 2021, ""cited_by_count"": 4}, {""year"": 2020, ""cited_by_count"": 5}, {""year"": 2019, ""cited_by_count"": 6}, {""year"": 2018, ""cited_by_count"": 3}, {""year"": 2017, ""cited_by_count"": 2}, {""year"": 2016, ""cited_by_count"": 1}, {""year"": 2015, ""cited_by_count"": 6}, {""year"": 2014, ""cited_by_count"": 3}, {""year"": 2013, ""cited_by_count"": 5}, {""year"": 2012, ""cited_by_count"": 1}]"
https://openalex.org/W2117986441,"[{""year"": 2024, ""cited_by_count"": 2}, {""year"": 2023, ""cited_by_count"": 3}, {""year"": 2022, ""cited_by_count"": 8}, {""year"": 2021, ""cited_by_count"": 9}, {""year"": 2020, ""cited_by_count"": 5}, {""year"": 2019, ""cited_by_count"": 8}, {""year"": 2018, ""cited_by_count"": 22}, {""year"": 2017, ""cited_by_count"": 18}, {""year"": 2016, ""cited_by_count"": 13}, {""year"": 2015, ""cited_by_count"": 14}, {""year"": 2014, ""cited_by_count"": 20}, {""year"": 2013, ""cited_by_count"": 11}, {""year"": 2012, ""cited_by_count"": 1}]"
https://openalex.org/W2951114885,"[{""year"": 2024, ""cited_by_count"": 3}, {""year"": 2023, ""cited_by_count"": 2}, {""year"": 2021, ""cited_by_count"": 4}, {""year"": 2020, ""cited_by_count"": 4}, {""year"": 2019, ""cited_by_count"": 10}, {""year"": 2018, ""cited_by_count"": 8}, {""year"": 2017, ""cited_by_count"": 10}, {""year"": 2016, ""cited_by_count"": 5}, {""year"": 2015, ""cited_by_count"": 8}, {""year"": 2014, ""cited_by_count"": 7}, {""year"": 2013, ""cited_by_count"": 2}]"
https://openalex.org/W2123348968,"[{""year"": 2020, ""cited_by_count"": 4}, {""year"": 2019, ""cited_by_count"": 2}, {""year"": 2018, ""cited_by_count"": 2}, {""year"": 2017, ""cited_by_count"": 7}, {""year"": 2016, ""cited_by_count"": 8}, {""year"": 2015, ""cited_by_count"": 7}, {""year"": 2014, ""cited_by_count"": 8}, {""year"": 2013, ""cited_by_count"": 6}]"
https://openalex.org/W2602203796,"[{""year"": 2021, ""cited_by_count"": 1}, {""year"": 2018, ""cited_by_count"": 1}, {""year"": 2016, ""cited_by_count"": 4}, {""year"": 2015, ""cited_by_count"": 1}]"
https://openalex.org/W2128031471,"[{""year"": 2024, ""cited_by_count"": 1}, {""year"": 2023, ""cited_by_count"": 3}, {""year"": 2022, ""cited_by_count"": 1}, {""year"": 2021, ""cited_by_count"": 8}, {""year"": 2020, ""cited_by_count"": 8}, {""year"": 2019, ""cited_by_count"": 9}, {""year"": 2018, ""cited_by_count"": 7}, {""year"": 2017, ""cited_by_count"": 13}, {""year"": 2016, ""cited_by_count"": 11}, {""year"": 2015, ""cited_by_count"": 12}, {""year"": 2014, ""cited_by_count"": 9}, {""year"": 2013, ""cited_by_count"": 8}, {""year"": 2012, ""cited_by_count"": 1}]"
https://openalex.org/W2101802482,"[{""year"": 2025, ""cited_by_count"": 4}, {""year"": 2024, ""cited_by_count"": 10}, {""year"": 2023, ""cited_by_count"": 7}, {""year"": 2022, ""cited_by_count"": 12}, {""year"": 2021, ""cited_by_count"": 32}, {""year"": 2020, ""cited_by_count"": 37}, {""year"": 2019, ""cited_by_count"": 48}, {""year"": 2018, ""cited_by_count"": 51}, {""year"": 2017, ""cited_by_count"": 50}, {""year"": 2016, ""cited_by_count"": 46}, {""year"": 2015, ""cited_by_count"": 35}, {""year"": 2014, ""cited_by_count"": 22}, {""year"": 2013, ""cited_by_count"": 11}]"
https://openalex.org/W2109647515,"[{""year"": 2022, ""cited_by_count"": 1}, {""year"": 2019, ""cited_by_count"": 1}, {""year"": 2017, ""cited_by_count"": 1}, {""year"": 2016, ""cited_by_count"": 1}, {""year"": 2015, ""cited_by_count"": 3}, {""year"": 2014, ""cited_by_count"": 3}, {""year"": 2013, ""cited_by_count"": 6}]"
https://openalex.org/W2101474437,"[{""year"": 2021, ""cited_by_count"": 1}, {""year"": 2020, ""cited_by_count"": 2}, {""year"": 2019, ""cited_by_count"": 7}, {""year"": 2018, ""cited_by_count"": 7}, {""year"": 2017, ""cited_by_count"": 6}, {""year"": 2016, ""cited_by_count"": 6}, {""year"": 2014, ""cited_by_count"": 11}, {""year"": 2013, ""cited_by_count"": 3}, {""year"": 2012, ""cited_by_count"": 1}]"
https://openalex.org/W2964087779,"[{""year"": 2022, ""cited_by_count"": 1}, {""year"": 2021, ""cited_by_count"": 1}, {""year"": 2020, ""cited_by_count"": 6}, {""year"": 2019, ""cited_by_count"": 4}, {""year"": 2018, ""cited_by_count"": 1}, {""year"": 2017, ""cited_by_count"": 6}, {""year"": 2016, ""cited_by_count"": 8}, {""year"": 2015, ""cited_by_count"": 5}, {""year"": 2014, ""cited_by_count"": 6}, {""year"": 2013, ""cited_by_count"": 5}, {""year"": 2012, ""cited_by_count"": 2}]"
https://openalex.org/W2136325669,"[{""year"": 2023, ""cited_by_count"": 1}, {""year"": 2021, ""cited_by_count"": 3}, {""year"": 2020, ""cited_by_count"": 4}, {""year"": 2019, ""cited_by_count"": 4}, {""year"": 2018, ""cited_by_count"": 1}, {""year"": 2017, ""cited_by_count"": 1}, {""year"": 2016, ""cited_by_count"": 1}, {""year"": 2015, ""cited_by_count"": 2}, {""year"": 2014, ""cited_by_count"": 3}]"
https://openalex.org/W2131241448,"[{""year"": 2026, ""cited_by_count"": 44}, {""year"": 2025, ""cited_by_count"": 500}, {""year"": 2024, ""cited_by_count"": 630}, {""year"": 2023, ""cited_by_count"": 638}, {""year"": 2022, ""cited_by_count"": 633}, {""year"": 2021, ""cited_by_count"": 872}, {""year"": 2020, ""cited_by_count"": 788}, {""year"": 2019, ""cited_by_count"": 612}, {""year"": 2018, ""cited_by_count"": 368}, {""year"": 2017, ""cited_by_count"": 201}, {""year"": 2016, ""cited_by_count"": 154}, {""year"": 2015, ""cited_by_count"": 111}, {""year"": 2014, ""cited_by_count"": 81}, {""year"": 2013, ""cited_by_count"": 31}, {""year"": 2012, ""cited_by_count"": 8}]"
https://openalex.org/W2119561170,"[{""year"": 2019, ""cited_by_count"": 3}, {""year"": 2016, ""cited_by_count"": 1}, {""year"": 2015, ""cited_by_count"": 2}, {""year"": 2014, ""cited_by_count"": 2}, {""year"": 2013, ""cited_by_count"": 1}]"
https://openalex.org/W2156283745,"[{""year"": 2021, ""cited_by_count"": 1}, {""year"": 2020, ""cited_by_count"": 1}, {""year"": 2019, ""cited_by_count"": 2}, {""year"": 2018, ""cited_by_count"": 1}, {""year"": 2017, ""cited_by_count"": 4}, {""year"": 2016, ""cited_by_count"": 1}, {""year"": 2015, ""cited_by_count"": 2}, {""year"": 2014, ""cited_by_count"": 1}, {""year"": 2013, ""cited_by_count"": 1}]"
https://openalex.org/W2118365837,"[{""year"": 2019, ""cited_by_count"": 1}, {""year"": 2018, ""cited_by_count"": 2}, {""year"": 2017, ""cited_by_count"": 2}, {""year"": 2013, ""cited_by_count"": 4}]"
https://openalex.org/W2139704385,"[{""year"": 2024, ""cited_by_count"": 1}, {""year"": 2022, ""cited_by_count"": 1}, {""year"": 2021, ""cited_by_count"": 1}, {""year"": 2020, ""cited_by_count"": 4}, {""year"": 2019, ""cited_by_count"": 1}, {""year"": 2017, ""cited_by_count"": 1}, {""year"": 2016, ""cited_by_count"": 3}, {""year"": 2015, ""cited_by_count"": 3}, {""year"": 2014, ""cited_by_count"": 3}, {""year"": 2013, ""cited_by_count"": 2}]"
https://openalex.org/W2130432439,"[{""year"": 2025, ""cited_by_count"": 1}, {""year"": 2021, ""cited_by_count"": 1}, {""year"": 2020, ""cited_by_count"": 4}, {""year"": 2019, ""cited_by_count"": 2}, {""year"": 2018, ""cited_by_count"": 2}, {""year"": 2017, ""cited_by_count"": 2}, {""year"": 2016, ""cited_by_count"": 1}, {""year"": 2015, ""cited_by_count"": 2}, {""year"": 2014, ""cited_by_count"": 2}]"
https://openalex.org/W2130540277,"[{""year"": 2023, ""cited_by_count"": 2}, {""year"": 2022, ""cited_by_count"": 4}, {""year"": 2021, ""cited_by_count"": 12}, {""year"": 2020, ""cited_by_count"": 11}, {""year"": 2019, ""cited_by_count"": 15}, {""year"": 2018, ""cited_by_count"": 13}, {""year"": 2017, ""cited_by_count"": 17}, {""year"": 2016, ""cited_by_count"": 4}, {""year"": 2015, ""cited_by_count"": 6}, {""year"": 2014, ""cited_by_count"": 11}, {""year"": 2013, ""cited_by_count"": 5}]"
https://openalex.org/W2103660761,"[{""year"": 2023, ""cited_by_count"": 2}, {""year"": 2021, ""cited_by_count"": 2}, {""year"": 2020, ""cited_by_count"": 4}, {""year"": 2019, ""cited_by_count"": 4}, {""year"": 2017, ""cited_by_count"": 7}, {""year"": 2016, ""cited_by_count"": 5}, {""year"": 2015, ""cited_by_count"": 5}, {""year"": 2014, ""cited_by_count"": 3}, {""year"": 2012, ""cited_by_count"": 1}]"
https://openalex.org/W2157978996,"[{""year"": 2022, ""cited_by_count"": 1}, {""year"": 2021, ""cited_by_count"": 1}, {""year"": 2020, ""cited_by_count"": 2}, {""year"": 2019, ""cited_by_count"": 2}, {""year"": 2017, ""cited_by_count"": 3}, {""year"": 2016, ""cited_by_count"": 1}, {""year"": 2014, ""cited_by_count"": 3}]"
https://openalex.org/W2146258363,"[{""year"": 2022, ""cited_by_count"": 2}, {""year"": 2021, ""cited_by_count"": 1}, {""year"": 2020, ""cited_by_count"": 1}, {""year"": 2019, ""cited_by_count"": 2}, {""year"": 2018, ""cited_by_count"": 2}, {""year"": 2017, ""cited_by_count"": 2}, {""year"": 2016, ""cited_by_count"": 2}, {""year"": 2015, ""cited_by_count"": 4}, {""year"": 2014, ""cited_by_count"": 4}, {""year"": 2013, ""cited_by_count"": 1}]"
https://openalex.org/W2104769604,"[{""year"": 2019, ""cited_by_count"": 1}, {""year"": 2018, ""cited_by_count"": 1}, {""year"": 2016, ""cited_by_count"": 1}, {""year"": 2015, ""cited_by_count"": 6}, {""year"": 2014, ""cited_by_count"": 9}, {""year"": 2013, ""cited_by_count"": 3}]"
https://openalex.org/W2145972636,"[{""year"": 2021, ""cited_by_count"": 1}, {""year"": 2016, ""cited_by_count"": 1}, {""year"": 2014, ""cited_by_count"": 1}, {""year"": 2013, ""cited_by_count"": 1}]"
https://openalex.org/W2163115612,"[{""year"": 2024, ""cited_by_count"": 1}, {""year"": 2022, ""cited_by_count"": 1}, {""year"": 2020, ""cited_by_count"": 8}, {""year"": 2019, ""cited_by_count"": 1}, {""year"": 2018, ""cited_by_count"": 1}, {""year"": 2017, ""cited_by_count"": 5}, {""year"": 2016, ""cited_by_count"": 7}, {""year"": 2015, ""cited_by_count"": 6}, {""year"": 2014, ""cited_by_count"": 13}, {""year"": 2013, ""cited_by_count"": 6}]"
https://openalex.org/W2119884922,[]
https://openalex.org/W2119792438,"[{""year"": 2025, ""cited_by_count"": 1}, {""year"": 2021, ""cited_by_count"": 2}, {""year"": 2020, ""cited_by_count"": 3}, {""year"": 2019, ""cited_by_count"": 1}, {""year"": 2017, ""cited_by_count"": 1}, {""year"": 2016, ""cited_by_count"": 2}, {""year"": 2015, ""cited_by_count"": 4}, {""year"": 2014, ""cited_by_count"": 3}, {""year"": 2013, ""cited_by_count"": 3}, {""year"": 2012, ""cited_by_count"": 2}]"
https://openalex.org/W2162368482,"[{""year"": 2021, ""cited_by_count"": 1}, {""year"": 2020, ""cited_by_count"": 1}, {""year"": 2019, ""cited_by_count"": 2}, {""year"": 2017, ""cited_by_count"": 4}, {""year"": 2016, ""cited_by_count"": 1}, {""year"": 2015, ""cited_by_count"": 3}, {""year"": 2014, ""cited_by_count"": 2}, {""year"": 2013, ""cited_by_count"": 1}]"
https://openalex.org/W2097599490,"[{""year"": 2025, ""cited_by_count"": 3}, {""year"": 2024, ""cited_by_count"": 2}, {""year"": 2023, ""cited_by_count"": 7}, {""year"": 2022, ""cited_by_count"": 4}, {""year"": 2021, ""cited_by_count"": 12}, {""year"": 2020, ""cited_by_count"": 7}, {""year"": 2019, ""cited_by_count"": 3}, {""year"": 2018, ""cited_by_count"": 9}, {""year"": 2017, ""cited_by_count"": 4}, {""year"": 2016, ""cited_by_count"": 3}, {""year"": 2015, ""cited_by_count"": 6}, {""year"": 2014, ""cited_by_count"": 2}, {""year"": 2013, ""cited_by_count"": 3}]"
https://openalex.org/W2098826311,"[{""year"": 2023, ""cited_by_count"": 1}, {""year"": 2021, ""cited_by_count"": 4}, {""year"": 2020, ""cited_by_count"": 1}, {""year"": 2018, ""cited_by_count"": 4}, {""year"": 2017, ""cited_by_count"": 2}, {""year"": 2016, ""cited_by_count"": 8}, {""year"": 2015, ""cited_by_count"": 5}, {""year"": 2014, ""cited_by_count"": 2}, {""year"": 2013, ""cited_by_count"": 5}]"
https://openalex.org/W2157992638,"[{""year"": 2025, ""cited_by_count"": 1}, {""year"": 2023, ""cited_by_count"": 1}, {""year"": 2022, ""cited_by_count"": 1}, {""year"": 2021, ""cited_by_count"": 3}, {""year"": 2020, ""cited_by_count"": 4}, {""year"": 2019, ""cited_by_count"": 3}, {""year"": 2018, ""cited_by_count"": 3}, {""year"": 2017, ""cited_by_count"": 4}, {""year"": 2016, ""cited_by_count"": 4}, {""year"": 2015, ""cited_by_count"": 3}, {""year"": 2014, ""cited_by_count"": 2}, {""year"": 2013, ""cited_by_count"": 6}]"
https://openalex.org/W2164635368,"[{""year"": 2025, ""cited_by_count"": 1}, {""year"": 2023, ""cited_by_count"": 2}, {""year"": 2022, ""cited_by_count"": 2}, {""year"": 2021, ""cited_by_count"": 6}, {""year"": 2020, ""cited_by_count"": 6}, {""year"": 2019, ""cited_by_count"": 8}, {""year"": 2018, ""cited_by_count"": 9}, {""year"": 2017, ""cited_by_count"": 8}, {""year"": 2016, ""cited_by_count"": 10}, {""year"": 2015, ""cited_by_count"": 9}, {""year"": 2014, ""cited_by_count"": 11}, {""year"": 2013, ""cited_by_count"": 1}]"
https://openalex.org/W2136949195,"[{""year"": 2020, ""cited_by_count"": 1}, {""year"": 2018, ""cited_by_count"": 1}, {""year"": 2016, ""cited_by_count"": 1}, {""year"": 2015, ""cited_by_count"": 1}, {""year"": 2014, ""cited_by_count"": 1}, {""year"": 2013, ""cited_by_count"": 1}]"
https://openalex.org/W2140057251,"[{""year"": 2022, ""cited_by_count"": 1}, {""year"": 2020, ""cited_by_count"": 1}, {""year"": 2019, ""cited_by_count"": 4}, {""year"": 2018, ""cited_by_count"": 1}, {""year"": 2017, ""cited_by_count"": 3}, {""year"": 2016, ""cited_by_count"": 2}, {""year"": 2015, ""cited_by_count"": 5}, {""year"": 2014, ""cited_by_count"": 7}, {""year"": 2013, ""cited_by_count"": 6}]"
https://openalex.org/W154472438,"[{""year"": 2025, ""cited_by_count"": 11}, {""year"": 2024, ""cited_by_count"": 32}, {""year"": 2023, ""cited_by_count"": 30}, {""year"": 2022, ""cited_by_count"": 38}, {""year"": 2021, ""cited_by_count"": 68}, {""year"": 2020, ""cited_by_count"": 62}, {""year"": 2019, ""cited_by_count"": 82}, {""year"": 2018, ""cited_by_count"": 72}, {""year"": 2017, ""cited_by_count"": 71}, {""year"": 2016, ""cited_by_count"": 70}, {""year"": 2015, ""cited_by_count"": 54}, {""year"": 2014, ""cited_by_count"": 24}, {""year"": 2013, ""cited_by_count"": 12}]"
https://openalex.org/W2118686920,"[{""year"": 2022, ""cited_by_count"": 2}, {""year"": 2021, ""cited_by_count"": 1}, {""year"": 2020, ""cited_by_count"": 3}, {""year"": 2019, ""cited_by_count"": 5}, {""year"": 2018, ""cited_by_count"": 3}, {""year"": 2017, ""cited_by_count"": 2}, {""year"": 2016, ""cited_by_count"": 1}, {""year"": 2015, ""cited_by_count"": 5}, {""year"": 2014, ""cited_by_count"": 2}]"
https://openalex.org/W2170192946,"[{""year"": 2025, ""cited_by_count"": 2}, {""year"": 2023, ""cited_by_count"": 1}, {""year"": 2022, ""cited_by_count"": 2}, {""year"": 2021, ""cited_by_count"": 6}, {""year"": 2020, ""cited_by_count"": 1}, {""year"": 2019, ""cited_by_count"": 6}, {""year"": 2018, ""cited_by_count"": 4}, {""year"": 2017, ""cited_by_count"": 5}, {""year"": 2016, ""cited_by_count"": 11}, {""year"": 2015, ""cited_by_count"": 9}, {""year"": 2014, ""cited_by_count"": 6}, {""year"": 2013, ""cited_by_count"": 8}, {""year"": 2012, ""cited_by_count"": 1}]"
