topic,year,n_papers,n_authors,n_papers_t1,n_authors_t1,topic_share_t1,cross_topic_rate_t1,connectivity_t1,modularity_t1,bridge_concentration_t1,topic_growth,median_cites_2yr,log1p_median_c2,hit_rate_2yr,topic_share,cross_topic_rate,connectivity,modularity,bridge_concentration,avg_team_size,median_cites_3yr,citation_gini
Machine Learning and Algorithms,2017,55,169,39,114,0.07014388489208633,0.19298245614035087,2.6491228070175437,0.9362880886426591,1.0,0.16754494597173952,2.0,1.0986122886681096,0.07272727272727272,0.08295625942684766,0.25443786982248523,2.8757396449704142,0.9577009579341939,1.0,3.2181818181818183,5.0,0.7418732782369146
Machine Learning and Algorithms,2018,72,246,55,169,0.08295625942684766,0.25443786982248523,2.8757396449704142,0.9577009579341939,1.0,-0.13444925215435832,4.0,1.6094379124341003,0.06944444444444445,0.07250755287009064,0.24796747967479674,3.430894308943089,0.9615335174130129,0.9836363636363635,3.6944444444444446,8.0,0.6088998211091234
Machine Learning and Algorithms,2019,93,300,72,246,0.07250755287009064,0.24796747967479674,3.430894308943089,0.9615335174130129,0.9836363636363635,-0.09525207565083305,3.0,1.3862943611198906,0.07526881720430108,0.06591070163004961,0.2833333333333333,3.2133333333333334,0.9701011024742167,1.0,3.4193548387096775,7.0,0.6586135895676046
Machine Learning and Algorithms,2020,116,403,93,300,0.06591070163004961,0.2833333333333333,3.2133333333333334,0.9701011024742167,1.0,-0.06375259921699739,3.0,1.3862943611198906,0.0603448275862069,0.06183368869936034,0.37220843672456577,3.4838709677419355,0.9795958379430587,1.0,3.6551724137931036,4.0,0.6087639087804341
Machine Learning and Algorithms,2021,121,447,116,403,0.06183368869936034,0.37220843672456577,3.4838709677419355,0.9795958379430587,1.0,-0.15475310541422438,1.0,0.6931471805599453,0.09090909090909091,0.052954048140043765,0.319910514541387,3.713646532438479,0.9787074829931969,0.995655523691307,3.958677685950413,2.0,0.6929790685100795
Machine Learning and Algorithms,2022,168,664,121,447,0.052954048140043765,0.319910514541387,3.713646532438479,0.9787074829931969,0.995655523691307,0.349294321398534,1.0,0.6931471805599453,0.02976190476190476,0.07513416815742398,0.30873493975903615,4.192771084337349,0.9851595181744891,0.9963590900422078,4.196428571428571,2.0,0.7377393892339544
Machine Learning and Algorithms,2023,162,715,168,664,0.07513416815742398,0.30873493975903615,4.192771084337349,0.9851595181744891,0.9963590900422078,-0.25266763468046927,1.0,0.6931471805599453,0.06172839506172839,0.0583363341735686,0.3230769230769231,6.0643356643356645,0.906630482371853,0.9995355487657208,4.660493827160494,1.0,0.8267120396750026
Machine Learning and Algorithms,2024,60,310,162,715,0.0583363341735686,0.3230769230769231,6.0643356643356645,0.906630482371853,0.9995355487657208,-0.6885082696347125,1.0,0.6931471805599453,0.11666666666666667,0.02925402242808386,0.15161290322580645,5.458064516129032,0.9522350569898064,1.0,5.233333333333333,,0.6752380952380952
Markov Chains and Monte Carlo Methods,2020,20,67,19,57,0.013465627214741318,0.45614035087719296,2.6315789473684212,0.8832,1.0,-0.23161247882014369,2.5,1.252762968495368,0.0,0.010660980810234541,0.3582089552238806,2.7761194029850746,0.9189501676494394,1.0,3.4,5.0,0.5271428571428571
Multimodal Machine Learning Applications,2018,24,96,14,55,0.021116138763197588,0.34545454545454546,4.181818181818182,0.852930056710775,1.0,0.13444525488890058,10.5,2.4423470353692043,0.125,0.02416918429003021,0.2604166666666667,3.9375,0.8902326362643821,1.0,4.083333333333333,21.5,0.4199374288964733
Multimodal Machine Learning Applications,2019,24,103,24,96,0.02416918429003021,0.2604166666666667,3.9375,0.8902326362643821,1.0,-0.34959030008526293,6.0,1.9459101490553132,0.125,0.01700921332388377,0.1941747572815534,4.097087378640777,0.9217835618831338,1.0,4.458333333333333,14.0,0.6160824108241082
Multimodal Machine Learning Applications,2020,27,122,24,103,0.01700921332388377,0.1941747572815534,4.097087378640777,0.9217835618831338,1.0,-0.1659979728642993,5.0,1.791759469228055,0.18518518518518517,0.014392324093816631,0.21311475409836064,4.311475409836065,0.9335745378483802,1.0,4.62962962962963,10.0,0.6385542168674698
Multimodal Machine Learning Applications,2021,44,217,27,122,0.014392324093816631,0.21311475409836064,4.311475409836065,0.9335745378483802,1.0,0.2893842169066816,2.0,1.0986122886681096,0.3409090909090909,0.01925601750547046,0.2903225806451613,4.857142857142857,0.9572929006333508,1.0,5.0,9.0,0.6635647816750179
Multimodal Machine Learning Applications,2022,75,433,44,217,0.01925601750547046,0.2903225806451613,4.857142857142857,0.9572929006333508,1.0,0.5527731028902014,7.0,2.0794415416798357,0.4,0.03354203935599284,0.2748267898383372,8.226327944572748,0.9024663748126154,0.9930554313206637,6.413333333333333,15.0,0.7649301503094607
Multimodal Machine Learning Applications,2023,149,889,75,433,0.03354203935599284,0.2748267898383372,8.226327944572748,0.9024663748126154,0.9930554313206637,0.46866066515145244,5.0,1.791759469228055,0.31543624161073824,0.053655023406553835,0.26209223847019125,7.419572553430821,0.9656405928572255,0.9990363935946143,6.456375838926174,7.0,0.7537552642152413
Multimodal Machine Learning Applications,2024,45,394,149,889,0.053655023406553835,0.26209223847019125,7.419572553430821,0.9656405928572255,0.9990363935946143,-0.891554688126047,1.0,0.6931471805599453,0.08888888888888889,0.021940516821062895,0.13451776649746192,22.03045685279188,0.5569411018628617,1.0,8.955555555555556,,0.7162861491628615
Music and Audio Processing,2023,33,197,10,59,0.004472271914132379,0.23728813559322035,6.915254237288136,0.8009518143961927,0.9597315436241607,0.9635060767168726,2.0,1.0986122886681096,0.21212121212121213,0.011883327331652862,0.17766497461928935,8.17258883248731,0.8282636199882363,1.0,6.121212121212121,4.0,0.6587878787878788
Natural Language Processing Techniques,2021,28,134,18,80,0.009594882729211088,0.2125,4.1,0.9144854253420582,0.0,0.24236788893036287,1.5,0.9162907318741551,0.17857142857142858,0.01225382932166302,0.22388059701492538,4.850746268656716,0.9277349112426038,0.0,4.785714285714286,6.5,0.6063402889245586
Natural Language Processing Techniques,2023,46,219,19,116,0.00849731663685152,0.22413793103448276,8.051724137931034,0.8582642865985906,1.0,0.6618388596716729,2.0,1.0986122886681096,0.2391304347826087,0.016564638098667626,0.3242009132420091,5.269406392694064,0.9430843598939654,1.0,4.978260869565218,2.5,0.6852105443341322
Natural Language Processing Techniques,2024,109,750,46,219,0.016564638098667626,0.3242009132420091,5.269406392694064,0.9430843598939654,1.0,1.1616112911543652,2.0,1.0986122886681096,0.21100917431192662,0.05314480741101901,0.18666666666666668,11.32,0.8149439733909494,0.9994823521892441,7.045871559633028,,0.614010571723677
Neural Networks and Applications,2015,24,75,15,53,0.03768844221105527,0.22641509433962265,3.358490566037736,0.8259058199722258,1.0,0.5021653621493574,7.5,2.1400661634962708,0.375,0.06233766233766234,0.12,2.6133333333333333,0.9054560599750106,0.0,3.125,17.5,0.7618954758190327
Neural Networks and Applications,2016,29,101,24,75,0.06233766233766234,0.12,2.6133333333333333,0.9054560599750106,0.0,-0.17797043587213812,5.0,1.791759469228055,0.27586206896551724,0.052158273381294966,0.18811881188118812,3.128712871287129,0.9304598622015701,1.0,3.5172413793103448,22.0,0.7064022794673489
Neural Networks and Applications,2017,42,156,29,101,0.052158273381294966,0.18811881188118812,3.128712871287129,0.9304598622015701,1.0,0.1940290133381395,8.5,2.2512917986064953,0.14285714285714285,0.06334841628959276,0.21153846153846154,4.358974358974359,0.8895692331507298,1.0,3.7857142857142856,21.5,0.5521114106019767
Neural Networks and Applications,2018,83,330,42,156,0.06334841628959276,0.21153846153846154,4.358974358974359,0.8895692331507298,1.0,0.27683365930285353,8.0,2.1972245773362196,0.1686746987951807,0.08358509566968782,0.19696969696969696,3.9272727272727272,0.9665871711820255,1.0,4.180722891566265,19.0,0.6675932279948923
Neural Networks and Applications,2019,131,521,83,330,0.08358509566968782,0.19696969696969696,3.9272727272727272,0.9665871711820255,1.0,0.10491427673507925,8.0,2.1972245773362196,0.1984732824427481,0.09284195605953224,0.2821497120921305,3.930902111324376,0.9834020250978175,1.0,4.091603053435114,19.0,0.5652023136235781
Neural Networks and Applications,2020,201,813,131,521,0.09284195605953224,0.2821497120921305,3.930902111324376,0.9834020250978175,1.0,0.1431207856117167,5.0,1.791759469228055,0.13432835820895522,0.10714285714285714,0.21648216482164823,4.511685116851169,0.9781309416025334,0.9952118165244013,4.407960199004975,10.0,0.5920498012450311
Neural Networks and Applications,2021,232,1028,201,813,0.10714285714285714,0.21648216482164823,4.511685116851169,0.9781309416025334,0.9952118165244013,-0.053740179119749154,1.0,0.6931471805599453,0.22413793103448276,0.10153172866520788,0.2480544747081712,4.912451361867705,0.9815523405392751,0.9941737781164024,4.797413793103448,5.0,0.8542969339345884
Neural Networks and Applications,2022,267,1142,232,1028,0.10153172866520788,0.2480544747081712,4.912451361867705,0.9815523405392751,0.9941737781164024,0.16204142941875954,2.0,1.0986122886681096,0.14232209737827714,0.11940966010733453,0.2434325744308231,5.1541155866900175,0.9775675837549493,1.0,4.632958801498128,5.0,0.7182392634869191
Neural Networks and Applications,2023,302,1348,267,1142,0.11940966010733453,0.2434325744308231,5.1541155866900175,0.9775675837549493,1.0,-0.09342228286323095,1.0,0.6931471805599453,0.08940397350993377,0.10875045012603529,0.2470326409495549,5.318991097922849,0.9862426672346818,0.9946033229657782,4.860927152317881,3.0,0.7337223154469878
Neural Networks and Applications,2024,187,862,302,1348,0.10875045012603529,0.2470326409495549,5.318991097922849,0.9862426672346818,0.9946033229657782,-0.17609759478753073,1.0,0.6931471805599453,0.058823529411764705,0.09117503656752804,0.15661252900232017,4.907192575406032,0.9841946246835337,1.0,4.695187165775401,,0.6673119268274977
Neural dynamics and brain function,2020,27,101,15,56,0.010630758327427357,0.21428571428571427,5.0,0.6149590060862129,0.9779816513761472,0.3005049087016962,2.0,1.0986122886681096,0.0,0.014392324093816631,0.18811881188118812,3.4653465346534653,0.9325061224489797,1.0,3.814814814814815,4.0,0.6120463898241676
Neural dynamics and brain function,2021,23,93,27,101,0.014392324093816631,0.18811881188118812,3.4653465346534653,0.9325061224489797,1.0,-0.35460518774227445,3.0,1.3862943611198906,0.17391304347826086,0.010065645514223195,0.20430107526881722,4.860215053763441,0.9152516058918281,1.0,4.130434782608695,4.0,0.4879948085658663
Neural dynamics and brain function,2023,35,155,17,72,0.007602862254025045,0.125,3.9722222222222223,0.8847376399823955,0.0,0.500287846854679,1.0,0.6931471805599453,0.02857142857142857,0.012603528988116673,0.14193548387096774,5.174193548387096,0.8915868419098534,0.9968602825745683,4.571428571428571,3.0,0.5927710843373494
Privacy-Preserving Technologies in Data,2019,33,101,17,47,0.017119838872104734,0.19148936170212766,2.765957446808511,0.8301193755739211,0.8832487309644671,0.3104133891583003,3.0,1.3862943611198906,0.06060606060606061,0.023387668320340185,0.22772277227722773,3.4257425742574257,0.8824816326530611,0.9891891891891891,3.3636363636363638,6.0,0.7182462927143778
Privacy-Preserving Technologies in Data,2020,36,117,33,101,0.023387668320340185,0.22772277227722773,3.4257425742574257,0.8824816326530611,0.9891891891891891,-0.19690086296296716,5.5,1.8718021769015913,0.2222222222222222,0.019189765458422176,0.3333333333333333,3.264957264957265,0.9050908704431927,0.9732101378206784,3.5555555555555554,9.5,0.5849898063200816
Privacy-Preserving Technologies in Data,2021,58,228,36,117,0.019189765458422176,0.3333333333333333,3.264957264957265,0.9050908704431927,0.9732101378206784,0.2784342331229901,2.0,1.0986122886681096,0.1896551724137931,0.02538293216630197,0.25,4.307017543859649,0.9461402558802253,0.9815756455127782,4.362068965517241,4.0,0.5982850820579015
Privacy-Preserving Technologies in Data,2022,61,258,58,228,0.02538293216630197,0.25,4.307017543859649,0.9461402558802253,0.9815756455127782,0.07183527955432423,2.0,1.0986122886681096,0.08196721311475409,0.02728085867620751,0.26356589147286824,5.976744186046512,0.8235212690273559,1.0,4.491803278688525,4.0,0.593607305936073
Privacy-Preserving Technologies in Data,2023,82,335,61,258,0.02728085867620751,0.26356589147286824,5.976744186046512,0.8235212690273559,1.0,0.07888472193147589,1.0,0.6931471805599453,0.0,0.029528267915016206,0.23880597014925373,4.776119402985074,0.952573513220944,0.9905559632464765,4.646341463414634,2.0,0.621217678342197
Privacy-Preserving Technologies in Data,2024,22,150,82,335,0.029528267915016206,0.23880597014925373,4.776119402985074,0.952573513220944,0.9905559632464765,-1.0067343896054135,1.0,0.6931471805599453,0.045454545454545456,0.010726474890297415,0.11333333333333333,18.56,0.2845477853745541,0.0,6.818181818181818,,0.5454545454545454
Reinforcement Learning in Robotics,2017,32,141,17,62,0.030575539568345324,0.25806451612903225,3.6774193548387095,0.8405663281009541,1.0,0.4553203429406327,7.5,2.1400661634962708,0.28125,0.048265460030165915,0.2907801418439716,5.602836879432624,0.7975115634259466,0.9943480991256458,4.75,15.0,0.6085464015151515
Reinforcement Learning in Robotics,2018,59,208,32,141,0.048265460030165915,0.2907801418439716,5.602836879432624,0.7975115634259466,0.9943480991256458,0.20745777172421453,6.0,1.9459101490553132,0.13559322033898305,0.059415911379657606,0.20673076923076922,3.4903846153846154,0.9413329387033371,1.0,3.7796610169491527,16.0,0.5324412726732084
Reinforcement Learning in Robotics,2019,89,352,59,208,0.059415911379657606,0.20673076923076922,3.4903846153846154,0.9413329387033371,1.0,0.05967813976347003,6.0,1.9459101490553132,0.0898876404494382,0.06307583274273565,0.2585227272727273,5.1875,0.9257601187378589,0.9867588066002694,4.47191011235955,12.0,0.5141867345218204
Reinforcement Learning in Robotics,2020,130,487,89,352,0.06307583274273565,0.2585227272727273,5.1875,0.9257601187378589,0.9867588066002694,0.09391280184906137,5.0,1.791759469228055,0.1,0.06929637526652452,0.31211498973305957,4.579055441478439,0.9312902495581431,0.980791589184295,4.3076923076923075,7.0,0.6168902272105119
Reinforcement Learning in Robotics,2021,170,676,130,487,0.06929637526652452,0.31211498973305957,4.579055441478439,0.9312902495581431,0.980791589184295,0.07094099127390141,1.0,0.6931471805599453,0.12352941176470589,0.07439824945295405,0.2958579881656805,5.8609467455621305,0.9358084184907534,0.9890205459772545,4.8,3.0,0.7003770739064856
Reinforcement Learning in Robotics,2022,143,621,170,676,0.07439824945295405,0.2958579881656805,5.8609467455621305,0.9358084184907534,0.9890205459772545,-0.15105713770946227,1.0,0.6931471805599453,0.02097902097902098,0.06395348837209303,0.24798711755233493,5.413848631239936,0.9538987269872022,0.9979094805032801,4.825174825174825,2.0,0.8383894283174859
Reinforcement Learning in Robotics,2023,133,603,143,621,0.06395348837209303,0.24798711755233493,5.413848631239936,0.9538987269872022,0.9979094805032801,-0.2886547770819945,0.0,0.0,0.03007518796992481,0.04789341015484336,0.31343283582089554,5.266998341625207,0.9584959734509292,0.9995917708927526,4.977443609022556,1.0,0.7529227693511235
Reinforcement Learning in Robotics,2024,41,186,133,603,0.04789341015484336,0.31343283582089554,5.266998341625207,0.9584959734509292,0.9995917708927526,-0.8708291570301081,0.0,0.0,0.0,0.019990248659190638,0.23118279569892472,6.10752688172043,0.8204190913981118,0.9871762544576926,4.658536585365853,,0.7627494456762749
Sparse and Compressive Sensing Techniques,2013,36,92,31,88,0.08683473389355742,0.22727272727272727,2.477272727272727,0.9394627613752056,1.0,0.16630486697522295,3.0,1.3862943611198906,0.05555555555555555,0.10256410256410256,0.25,2.347826086956522,0.9239535393381546,1.0,2.8055555555555554,7.5,0.4776094276094276
Sparse and Compressive Sensing Techniques,2014,43,125,36,92,0.10256410256410256,0.25,2.347826086956522,0.9239535393381546,1.0,0.05196602373167414,4.0,1.6094379124341003,0.046511627906976744,0.10804020100502512,0.208,2.848,0.9396518259727072,0.9675405742821472,3.2790697674418605,8.0,0.46699342997184273
Sparse and Compressive Sensing Techniques,2015,38,97,43,125,0.10804020100502512,0.208,2.848,0.9396518259727072,0.9675405742821472,-0.09031779328286538,3.0,1.3862943611198906,0.05263157894736842,0.0987012987012987,0.26804123711340205,2.1030927835051547,0.9449982200071196,1.0,2.789473684210526,6.0,0.5304409672830726
Sparse and Compressive Sensing Techniques,2016,52,136,38,97,0.0987012987012987,0.26804123711340205,2.1030927835051547,0.9449982200071196,1.0,-0.0538113865552825,3.0,1.3862943611198906,0.057692307692307696,0.09352517985611511,0.16911764705882354,2.3823529411764706,0.9536942952533025,0.9620991253644315,2.8076923076923075,5.0,0.6293190416141236
Sparse and Compressive Sensing Techniques,2017,39,114,52,136,0.09352517985611511,0.16911764705882354,2.3823529411764706,0.9536942952533025,0.9620991253644315,-0.4630588713006327,2.0,1.0986122886681096,0.0,0.058823529411764705,0.2543859649122807,2.56140350877193,0.9437734277384426,1.0,3.0256410256410255,4.0,0.5525083612040134
Sparse and Compressive Sensing Techniques,2018,40,118,39,114,0.058823529411764705,0.2543859649122807,2.56140350877193,0.9437734277384426,1.0,-0.37785699882348034,2.0,1.0986122886681096,0.0,0.04028197381671702,0.211864406779661,2.9152542372881354,0.933958951769925,1.0,3.175,2.5,0.5462
Sparse and Compressive Sensing Techniques,2019,61,179,40,118,0.04028197381671702,0.211864406779661,2.9152542372881354,0.933958951769925,1.0,0.0705021421870744,3.0,1.3862943611198906,0.03278688524590164,0.04323175053153792,0.329608938547486,2.670391061452514,0.9579946724950487,0.9915014164305948,3.1475409836065573,7.0,0.522805843648935
Sparse and Compressive Sensing Techniques,2020,53,166,61,179,0.04323175053153792,0.329608938547486,2.670391061452514,0.9579946724950487,0.9915014164305948,-0.4242021990362934,2.0,1.0986122886681096,0.05660377358490566,0.028251599147121536,0.41566265060240964,2.6867469879518073,0.9611286848182581,1.0,3.2641509433962264,4.0,0.6032240337058069
Sparse and Compressive Sensing Techniques,2021,52,174,53,166,0.028251599147121536,0.41566265060240964,2.6867469879518073,0.9611286848182581,1.0,-0.21542113732610435,1.0,0.6931471805599453,0.0,0.022757111597374178,0.27586206896551724,2.9080459770114944,0.9633332812573232,1.0,3.3846153846153846,1.0,0.6217948717948718
Sparse and Compressive Sensing Techniques,2022,40,140,52,174,0.022757111597374178,0.27586206896551724,2.9080459770114944,0.9633332812573232,1.0,-0.2394969658090127,0.0,0.0,0.05,0.017889087656529516,0.3357142857142857,3.914285714285714,0.8909476735158629,1.0,3.675,1.0,0.8521604938271605
Sparse and Compressive Sensing Techniques,2023,46,170,40,140,0.017889087656529516,0.3357142857142857,3.914285714285714,0.8909476735158629,1.0,-0.07647633748135174,0.0,0.0,0.021739130434782608,0.016564638098667626,0.3058823529411765,3.4705882352941178,0.9596192476260044,1.0,3.8260869565217392,0.0,0.8103864734299517
Statistical Methods and Inference,2019,28,77,14,39,0.014098690835850957,0.28205128205128205,2.1025641025641026,0.8792385484830458,0.0,0.33978270261588994,3.0,1.3862943611198906,0.0,0.019844082211197732,0.35064935064935066,2.25974025974026,0.9361870788743561,1.0,2.7857142857142856,6.0,0.46271585557299844
Statistical Methods and Inference,2020,30,101,28,77,0.019844082211197732,0.35064935064935066,2.25974025974026,0.9361870788743561,1.0,-0.21464307486186085,1.5,0.9162907318741551,0.0,0.015991471215351813,0.24752475247524752,3.0693069306930694,0.9208740894901145,1.0,3.4,3.0,0.5914089347079038
Statistical Methods and Inference,2022,24,89,19,58,0.008315098468271335,0.39655172413793105,2.5517241379310347,0.8867786705624547,0.0,0.2526112801843201,1.0,0.6931471805599453,0.0,0.01073345259391771,0.3258426966292135,3.168539325842697,0.9298325033952015,1.0,3.75,1.5,0.5865384615384616
Statistical Methods and Inference,2023,30,99,24,89,0.01073345259391771,0.3258426966292135,3.168539325842697,0.9298325033952015,1.0,0.006401450355464355,0.0,0.0,0.0,0.010803024846957148,0.32323232323232326,2.909090909090909,0.9236111111111115,1.0,3.3666666666666667,1.0,0.6710144927536232
Stochastic Gradient Optimization Techniques,2016,21,72,17,50,0.04415584415584416,0.36,2.36,0.9003160011490954,0.0,-0.15583389131827108,3.0,1.3862943611198906,0.0,0.03776978417266187,0.2638888888888889,3.7222222222222223,0.8526748971193416,0.9790209790209791,3.5714285714285716,7.0,0.5216450216450217
Stochastic Gradient Optimization Techniques,2017,34,102,21,72,0.03776978417266187,0.2638888888888889,3.7222222222222223,0.8526748971193416,0.9790209790209791,0.3051353718969212,4.0,1.6094379124341003,0.14705882352941177,0.05128205128205128,0.2647058823529412,2.9019607843137254,0.9275908951361783,1.0,3.235294117647059,9.5,0.6260045001607201
Stochastic Gradient Optimization Techniques,2018,59,180,34,102,0.05128205128205128,0.2647058823529412,2.9019607843137254,0.9275908951361783,1.0,0.14695478031677922,7.0,2.0794415416798357,0.11864406779661017,0.059415911379657606,0.3388888888888889,3.4444444444444446,0.9434256967828308,0.9881485383197258,3.457627118644068,12.0,0.5804118588858831
Stochastic Gradient Optimization Techniques,2019,72,234,59,180,0.059415911379657606,0.3388888888888889,3.4444444444444446,0.9434256967828308,0.9881485383197258,-0.15191844433012802,6.0,1.9459101490553132,0.1111111111111111,0.05102763997165131,0.3504273504273504,3.358974358974359,0.9569429771444771,1.0,3.4722222222222223,12.0,0.6028812218571254
Stochastic Gradient Optimization Techniques,2020,58,195,72,234,0.05102763997165131,0.3504273504273504,3.358974358974359,0.9569429771444771,1.0,-0.4997948275831572,5.5,1.8718021769015913,0.08620689655172414,0.03091684434968017,0.4358974358974359,3.476923076923077,0.9213595186587343,0.9996989312057806,3.6379310344827585,7.0,0.502435868158636
Stochastic Gradient Optimization Techniques,2021,87,285,58,195,0.03091684434968017,0.4358974358974359,3.476923076923077,0.9213595186587343,0.9996989312057806,0.20763466499832628,1.0,0.6931471805599453,0.034482758620689655,0.038074398249452954,0.3087719298245614,3.501754385964912,0.9642043343890382,0.9847718805941255,3.6551724137931036,2.0,0.7081213491614848
Stochastic Gradient Optimization Techniques,2022,84,273,87,285,0.038074398249452954,0.3087719298245614,3.501754385964912,0.9642043343890382,0.9847718805941255,-0.013378476313726573,1.0,0.6931471805599453,0.011904761904761904,0.03756708407871199,0.36996336996337,3.912087912087912,0.9529695609861591,0.9810866754844152,3.6666666666666665,1.0,0.7055697278911565
Stochastic Gradient Optimization Techniques,2023,57,207,84,273,0.03756708407871199,0.36996336996337,3.912087912087912,0.9529695609861591,0.9810866754844152,-0.6022464518282815,0.0,0.0,0.0,0.02052574720921858,0.34299516908212563,3.6908212560386473,0.943206529034336,1.0,3.8596491228070176,1.0,0.7026101839965768
Time Series Analysis and Forecasting,2024,23,118,12,57,0.004321209938782859,0.2982456140350877,4.526315789473684,0.84081485487651,0.0,0.9396312025744527,2.0,1.0986122886681096,0.34782608695652173,0.01121404193076548,0.1694915254237288,5.203389830508475,0.9181143531792882,1.0,5.217391304347826,,0.7075098814229249
Topic Modeling,2018,30,119,13,51,0.0196078431372549,0.3137254901960784,3.4901960784313726,0.8675672263603079,1.0,0.4305098453010521,7.5,2.1400661634962708,0.1,0.030211480362537766,0.2605042016806723,4.26890756302521,0.9157396449704144,1.0,4.2,21.0,0.45463917525773195
Topic Modeling,2019,32,118,30,119,0.030211480362537766,0.2605042016806723,4.26890756302521,0.9157396449704144,1.0,-0.28568961848993357,7.5,2.1400661634962708,0.25,0.022678951098511695,0.2711864406779661,3.983050847457627,0.9251607062019013,1.0,3.84375,21.5,0.8052612994350282
Topic Modeling,2020,49,280,32,118,0.022678951098511695,0.2711864406779661,3.983050847457627,0.9251607062019013,1.0,0.14066279651088465,9.0,2.302585092994046,0.32653061224489793,0.026119402985074626,0.18928571428571428,8.142857142857142,0.8162588488765771,1.0,5.877551020408164,18.0,0.8374027709291043
Topic Modeling,2021,48,219,49,280,0.026119402985074626,0.18928571428571428,8.142857142857142,0.8162588488765771,1.0,-0.21691560035180135,2.0,1.0986122886681096,0.20833333333333334,0.02100656455142232,0.2191780821917808,5.041095890410959,0.9372243226212975,1.0,4.708333333333333,6.0,0.7882866273352999
Topic Modeling,2022,88,559,48,219,0.02100656455142232,0.2191780821917808,5.041095890410959,0.9372243226212975,1.0,0.625601837348011,7.0,2.0794415416798357,0.3977272727272727,0.03935599284436494,0.19320214669051877,14.415026833631485,0.7696168461384496,0.9863854763268303,7.0227272727272725,11.5,0.837397044107459
Topic Modeling,2023,179,1045,88,559,0.03935599284436494,0.19320214669051877,14.415026833631485,0.7696168461384496,0.9863854763268303,0.49237884636698004,5.0,1.791759469228055,0.39664804469273746,0.06445804825351098,0.24784688995215312,8.191387559808613,0.9498683684720499,0.9970002695270707,6.340782122905028,9.0,0.735336213199077
Topic Modeling,2024,102,645,179,1045,0.06445804825351098,0.24784688995215312,8.191387559808613,0.9498683684720499,0.9970002695270707,-0.2589106924046294,1.0,0.6931471805599453,0.28431372549019607,0.04973183812774257,0.18604651162790697,7.36124031007752,0.9644830873525877,1.0,6.450980392156863,,0.7585104995434981
