topic,year,n_papers,n_authors,topic_share_t1,cross_topic_rate_t1,connectivity_t1,modularity_t1,bridge_concentration_t1,topic_growth,median_cites_2yr,log1p_median_c2,hit_rate_2yr,topic_share,cross_topic_rate,connectivity,modularity,bridge_concentration,avg_team_size,median_cites_3yr,citation_gini
Machine Learning and Algorithms,2014,33,92,0.07386363636363637,0.26582278481012656,2.6582278481012658,0.924625850340136,1.0,0.10545462033035768,2.0,1.0986122886681096,0.0,0.08208955223880597,0.2391304347826087,2.652173913043478,0.8865268329554044,0.994597028365601,3.0303030303030303,5.0,0.4332210998877666
Machine Learning and Algorithms,2015,32,90,0.08208955223880597,0.2391304347826087,2.652173913043478,0.8865268329554044,0.994597028365601,-0.008119250882354212,2.0,1.0986122886681096,0.0,0.08142493638676845,0.2111111111111111,2.577777777777778,0.9340071343638525,1.0,2.9375,5.5,0.5104166666666666
Machine Learning and Algorithms,2016,39,114,0.08142493638676845,0.2111111111111111,2.577777777777778,0.9340071343638525,1.0,-0.15609393248043668,3.0,1.3862943611198906,0.02564102564102564,0.06964285714285715,0.19298245614035087,2.6491228070175437,0.9362880886426592,1.0,3.0256410256410255,5.0,0.5574136008918618
Machine Learning and Algorithms,2017,55,169,0.06964285714285715,0.19298245614035087,2.6491228070175437,0.9362880886426592,1.0,0.16869540190842836,2.0,1.0986122886681096,0.05454545454545454,0.08245877061469266,0.25443786982248523,2.8757396449704142,0.9577009579341941,1.0,3.2181818181818183,6.0,0.7431517442859598
Machine Learning and Algorithms,2018,72,246,0.08245877061469266,0.25443786982248523,2.8757396449704142,0.9577009579341941,1.0,-0.13145389298913024,4.0,1.6094379124341003,0.06944444444444445,0.07228915662650602,0.24796747967479674,3.430894308943089,0.9615335174130121,0.9836363636363635,3.6944444444444446,8.0,0.6076266195524146
Machine Learning and Algorithms,2019,93,300,0.07228915662650602,0.24796747967479674,3.430894308943089,0.9615335174130121,0.9836363636363635,-0.09647648905010175,3.0,1.3862943611198906,0.07526881720430108,0.06563161609033169,0.2833333333333333,3.2133333333333334,0.9701011024742163,1.0,3.4193548387096775,7.0,0.6594173225958112
Machine Learning and Algorithms,2020,116,403,0.06563161609033169,0.2833333333333333,3.2133333333333334,0.9701011024742163,1.0,-0.06535270159742312,3.0,1.3862943611198906,0.0603448275862069,0.06147323794382618,0.3746898263027295,3.4838709677419355,0.9795958379430588,1.0,3.6551724137931036,4.0,0.6056274327065402
Machine Learning and Algorithms,2021,121,447,0.06147323794382618,0.3746898263027295,3.4838709677419355,0.9795958379430588,1.0,-0.15588074559206655,1.0,0.6931471805599453,0.09090909090909091,0.05258583224684919,0.319910514541387,3.713646532438479,0.9787074829931972,0.9956555236913068,3.958677685950413,2.0,0.692129450838032
Machine Learning and Algorithms,2022,195,772,0.05258583224684919,0.319910514541387,3.713646532438479,0.9787074829931972,0.9956555236913068,0.286908533423921,0.0,0.0,0.05128205128205128,0.07009345794392523,0.2979274611398964,4.230569948186528,0.9867560761419346,0.9981493816217438,4.2,1.0,0.7701681830714089
Machine Learning and Algorithms,2023,195,858,0.07009345794392523,0.2979274611398964,4.230569948186528,0.9867560761419346,0.9981493816217438,-0.22665512875504001,0.0,0.0,0.06153846153846154,0.05585792036665712,0.30186480186480186,5.806526806526806,0.927987583426234,1.0,4.625641025641026,1.0,0.856037694499233
Markov Chains and Monte Carlo Methods,2019,20,60,0.01104417670682731,0.42105263157894735,3.263157894736842,0.7356919875130072,1.0,0.24333323912519234,2.0,1.0986122886681096,0.05,0.014114326040931546,0.48333333333333334,2.6,0.8905325443786982,1.0,3.1,5.0,0.5655963302752294
Markov Chains and Monte Carlo Methods,2020,20,67,0.014114326040931546,0.48333333333333334,2.6,0.8905325443786982,1.0,-0.28411555660139776,2.5,1.252762968495368,0.0,0.010598834128245893,0.3582089552238806,2.7761194029850746,0.9189501676494392,1.0,3.4,5.0,0.5311594202898551
Markov Chains and Monte Carlo Methods,2023,22,62,0.004313443565780014,0.3,3.0,0.8316666666666667,0.0,0.3719425850001912,0.0,0.0,0.0,0.006301919220853624,0.41935483870967744,2.3870967741935485,0.8999269539810081,1.0,2.8636363636363638,0.0,0.7929292929292929
Multimodal Machine Learning Applications,2018,24,96,0.020989505247376312,0.34545454545454546,4.181818181818182,0.852930056710775,1.0,0.13742772914022616,10.5,2.4423470353692043,0.125,0.024096385542168676,0.2604166666666667,3.9375,0.8902326362643822,1.0,4.083333333333333,21.5,0.4218036529680365
Multimodal Machine Learning Applications,2019,24,103,0.024096385542168676,0.2604166666666667,3.9375,0.8902326362643822,1.0,-0.3508045892295315,6.0,1.9459101490553132,0.125,0.016937191249117856,0.1941747572815534,4.097087378640777,0.9217835618831338,1.0,4.458333333333333,14.0,0.6167582417582418
Multimodal Machine Learning Applications,2020,27,122,0.016937191249117856,0.1941747572815534,4.097087378640777,0.9217835618831338,1.0,-0.16758549559702907,5.0,1.791759469228055,0.18518518518518517,0.014308426073131956,0.21311475409836064,4.311475409836065,0.9335745378483803,1.0,4.62962962962963,10.0,0.6407960199004975
Multimodal Machine Learning Applications,2021,45,222,0.014308426073131956,0.21311475409836064,4.311475409836065,0.9335745378483803,1.0,0.31060580393655934,2.0,1.0986122886681096,0.3333333333333333,0.01955671447196871,0.2927927927927928,4.837837837837838,0.9585218938235386,1.0,5.0,9.0,0.6626736111111111
Multimodal Machine Learning Applications,2022,84,497,0.01955671447196871,0.2927927927927928,4.837837837837838,0.9585218938235386,1.0,0.43253415447047017,5.5,1.8718021769015913,0.39285714285714285,0.0301941049604601,0.24949698189134809,8.209255533199196,0.9208560234837279,0.9961231088986553,6.488095238095238,13.0,0.790116205633447
Multimodal Machine Learning Applications,2023,163,965,0.0301941049604601,0.24949698189134809,8.209255533199196,0.9208560234837279,0.9961231088986553,0.4347482624406256,4.0,1.6094379124341003,0.34355828220858897,0.04669149240905185,0.26632124352331604,7.303626943005181,0.9687962060708819,0.9991983720128037,6.380368098159509,7.0,0.7738107211103289
Music and Audio Processing,2023,35,211,0.004672897196261682,0.18181818181818182,7.064935064935065,0.8309517100725892,0.9908925318761385,0.7521312050150613,2.0,1.0986122886681096,0.2,0.010025780578630765,0.1848341232227488,8.066350710900474,0.8441628868693406,1.0,6.171428571428572,4.0,0.6782857142857143
Natural Language Processing Techniques,2020,20,88,0.011291460832745237,0.1774193548387097,4.0,0.8139958376690947,0.0,-0.06272924940904723,6.0,1.9459101490553132,0.05,0.010598834128245893,0.2159090909090909,4.090909090909091,0.922037037037037,0.0,4.4,11.0,0.4756
Natural Language Processing Techniques,2021,28,134,0.010598834128245893,0.2159090909090909,4.090909090909091,0.922037037037037,0.0,0.13691019798247694,1.5,0.9162907318741551,0.17857142857142858,0.012168622338113864,0.22388059701492538,4.850746268656716,0.9277349112426035,0.0,4.785714285714286,6.5,0.6063402889245586
Natural Language Processing Techniques,2022,26,148,0.012168622338113864,0.22388059701492538,4.850746268656716,0.9277349112426035,0.0,-0.26147536891803824,4.0,1.6094379124341003,0.38461538461538464,0.009345794392523364,0.19594594594594594,7.175675675675675,0.8873354825667379,1.0,5.769230769230769,7.0,0.7972027972027972
Natural Language Processing Techniques,2023,59,299,0.009345794392523364,0.19594594594594594,7.175675675675675,0.8873354825667379,1.0,0.5876791239193917,1.0,0.6931471805599453,0.1864406779661017,0.016900601546834718,0.31438127090301005,5.585284280936455,0.9594828646605804,1.0,5.237288135593221,2.0,0.7545709328706793
Neural dynamics and brain function,2020,27,101,0.01058574453069866,0.21428571428571427,5.0,0.6149590060862129,0.9779816513761469,0.2989026130853851,2.0,1.0986122886681096,0.0,0.014308426073131956,0.19801980198019803,3.4653465346534653,0.9325061224489796,1.0,3.814814814814815,5.0,0.6088888888888889
Neural dynamics and brain function,2021,23,93,0.014308426073131956,0.19801980198019803,3.4653465346534653,0.9325061224489796,1.0,-0.35570813892134634,3.0,1.3862943611198906,0.17391304347826086,0.009995654063450673,0.20430107526881722,4.860215053763441,0.915251605891828,1.0,4.130434782608695,4.0,0.4879948085658663
Neural dynamics and brain function,2022,21,82,0.009995654063450673,0.20430107526881722,4.860215053763441,0.915251605891828,1.0,-0.27759205956973787,1.0,0.6931471805599453,0.0,0.007548526240115025,0.13414634146341464,3.682926829268293,0.8957501863953335,0.0,3.9047619047619047,2.0,0.6897546897546898
Neural dynamics and brain function,2023,37,160,0.007548526240115025,0.13414634146341464,3.682926829268293,0.8957501863953335,0.0,0.33560760585167326,1.0,0.6931471805599453,0.13513513513513514,0.010598682325981094,0.15625,5.0625,0.8936518721638477,0.9976452119309261,4.45945945945946,3.0,0.6147834581569521
Privacy-Preserving Technologies in Data,2019,33,101,0.01706827309236948,0.19148936170212766,2.765957446808511,0.830119375573921,0.8832487309644671,0.30918725468015396,3.0,1.3862943611198906,0.06060606060606061,0.02328863796753705,0.22772277227722773,3.4257425742574257,0.8824816326530613,0.9891891891891891,3.3636363636363638,6.0,0.7151088348271447
Privacy-Preserving Technologies in Data,2020,37,119,0.02328863796753705,0.22772277227722773,3.4257425742574257,0.8824816326530613,0.9891891891891891,-0.1712336621934809,5.0,1.791759469228055,0.21621621621621623,0.0196078431372549,0.33613445378151263,3.226890756302521,0.9060355029585799,0.9732101378206783,3.5135135135135136,8.0,0.5900387859385582
Privacy-Preserving Technologies in Data,2021,58,228,0.0196078431372549,0.33613445378151263,3.226890756302521,0.9060355029585799,0.9732101378206783,0.25004190681579486,2.0,1.0986122886681096,0.1896551724137931,0.025206431986093004,0.25,4.307017543859649,0.9461402558802255,0.981575645512778,4.362068965517241,4.0,0.5967741935483871
Privacy-Preserving Technologies in Data,2022,70,302,0.025206431986093004,0.25,4.307017543859649,0.9461402558802255,0.981575645512778,-0.0017670344708675678,2.0,1.0986122886681096,0.12857142857142856,0.02516175413371675,0.2582781456953642,5.80794701986755,0.8589197596525547,1.0,4.542857142857143,3.0,0.6458577951728637
Privacy-Preserving Technologies in Data,2023,102,410,0.02516175413371675,0.2582781456953642,5.80794701986755,0.8589197596525547,1.0,0.1489097329383111,0.5,0.4054651081081644,0.049019607843137254,0.0292179891148668,0.25121951219512195,4.546341463414634,0.9611360903656285,0.9951469627549498,4.519607843137255,1.0,0.6971027216856892
Reinforcement Learning in Robotics,2017,32,141,0.030357142857142857,0.25806451612903225,3.6774193548387095,0.8405663281009541,1.0,0.4564627983341878,7.0,2.0794415416798357,0.28125,0.047976011994003,0.2907801418439716,5.602836879432624,0.7975115634259465,0.9943480991256461,4.75,14.5,0.6100285171102662
Reinforcement Learning in Robotics,2018,59,208,0.047976011994003,0.2907801418439716,5.602836879432624,0.7975115634259465,0.9943480991256461,0.21044883602661413,6.0,1.9459101490553132,0.13559322033898305,0.05923694779116466,0.20673076923076922,3.4903846153846154,0.9413329387033369,1.0,3.7796610169491527,16.0,0.5331601015768027
Reinforcement Learning in Robotics,2019,89,352,0.05923694779116466,0.20673076923076922,3.4903846153846154,0.9413329387033369,1.0,0.058453100154911564,6.0,1.9459101490553132,0.0898876404494382,0.06280875088214538,0.2585227272727273,5.1875,0.9257601187378588,0.9867588066002688,4.47191011235955,12.0,0.5163341741190859
Reinforcement Learning in Robotics,2020,131,490,0.06280875088214538,0.2585227272727273,5.1875,0.9257601187378588,0.9867588066002688,0.0999632006134723,5.0,1.791759469228055,0.09923664122137404,0.06942236354001059,0.31020408163265306,4.587755102040816,0.9320964492786705,0.9807192898603444,4.312977099236641,7.0,0.6164423992809134
Reinforcement Learning in Robotics,2021,170,676,0.06942236354001059,0.31020408163265306,4.587755102040816,0.9320964492786705,0.9807192898603444,0.0621587618480377,1.0,0.6931471805599453,0.12941176470588237,0.07388092133854846,0.2973372781065089,5.8609467455621305,0.935808418490754,0.9890205459772553,4.8,3.0,0.7016591251885369
Reinforcement Learning in Robotics,2022,176,753,0.07388092133854846,0.2973372781065089,5.8609467455621305,0.935808418490754,0.9890205459772553,-0.15491390482110745,0.0,0.0,0.028409090909090908,0.06326383896477354,0.23771580345285526,5.256308100929615,0.9609648041480757,0.999314551306057,4.744318181818182,1.0,0.8686914105079573
Reinforcement Learning in Robotics,2023,170,790,0.06326383896477354,0.23771580345285526,5.256308100929615,0.9609648041480757,0.999314551306057,-0.2612317026627591,0.0,0.0,0.041176470588235294,0.048696648524778,0.28860759493670884,5.207594936708861,0.9715042262156244,0.9998973831497212,5.011764705882353,1.0,0.8066984019041142
Sparse and Compressive Sensing Techniques,2013,36,92,0.08587257617728532,0.23863636363636365,2.477272727272727,0.9394627613752056,1.0,0.17459197816414207,3.0,1.3862943611198906,0.05555555555555555,0.10227272727272728,0.25,2.347826086956522,0.9239535393381547,1.0,2.8055555555555554,7.5,0.4749322493224932
Sparse and Compressive Sensing Techniques,2014,44,128,0.10227272727272728,0.25,2.347826086956522,0.9239535393381547,1.0,0.06778570162874109,4.0,1.6094379124341003,0.06818181818181818,0.10945273631840796,0.203125,2.828125,0.9413226962654643,0.9675405742821473,3.272727272727273,9.0,0.4724092779648335
Sparse and Compressive Sensing Techniques,2015,38,97,0.10945273631840796,0.203125,2.828125,0.9413226962654643,0.9675405742821473,-0.12384054059503757,3.0,1.3862943611198906,0.07894736842105263,0.09669211195928754,0.26804123711340205,2.1030927835051547,0.94499822000712,1.0,2.789473684210526,6.0,0.5263157894736842
Sparse and Compressive Sensing Techniques,2016,53,140,0.09669211195928754,0.26804123711340205,2.1030927835051547,0.94499822000712,1.0,-0.021399048172541235,3.0,1.3862943611198906,0.07547169811320754,0.09464285714285714,0.16428571428571428,2.4,0.9556517036235803,0.9708454810495627,2.830188679245283,5.0,0.6347268467135282
Sparse and Compressive Sensing Techniques,2017,39,114,0.09464285714285714,0.16428571428571428,2.4,0.9556517036235803,0.9708454810495627,-0.4809307799824989,2.0,1.0986122886681096,0.0,0.05847076461769116,0.2543859649122807,2.56140350877193,0.9437734277384423,1.0,3.0256410256410255,4.0,0.5398110661268556
Sparse and Compressive Sensing Techniques,2018,40,118,0.05847076461769116,0.2543859649122807,2.56140350877193,0.9437734277384423,1.0,-0.374861294185306,2.0,1.0986122886681096,0.0,0.040160642570281124,0.211864406779661,2.9152542372881354,0.9339589517699256,1.0,3.175,3.0,0.5403543307086615
Sparse and Compressive Sensing Techniques,2019,61,179,0.040160642570281124,0.211864406779661,2.9152542372881354,0.9339589517699256,1.0,0.06927777980724414,3.0,1.3862943611198906,0.03278688524590164,0.043048694424841216,0.33519553072625696,2.670391061452514,0.9579946724950482,0.9915014164305949,3.1475409836065573,7.0,0.526386705591736
Sparse and Compressive Sensing Techniques,2020,53,166,0.043048694424841216,0.33519553072625696,2.670391061452514,0.9579946724950482,0.9915014164305949,-0.4257944590204157,2.0,1.0986122886681096,0.05660377358490566,0.028086910439851617,0.41566265060240964,2.6867469879518073,0.9611286848182578,1.0,3.2641509433962264,4.0,0.6032240337058069
Sparse and Compressive Sensing Techniques,2021,52,174,0.028086910439851617,0.41566265060240964,2.6867469879518073,0.9611286848182578,1.0,-0.216542555383187,1.0,0.6931471805599453,0.0,0.022598870056497175,0.27586206896551724,2.9080459770114944,0.9633332812573232,1.0,3.3846153846153846,1.0,0.6217948717948718
Sparse and Compressive Sensing Techniques,2022,41,144,0.022598870056497175,0.27586206896551724,2.9080459770114944,0.9633332812573232,1.0,-0.42515072393142583,0.0,0.0,0.07317073170731707,0.014737598849748382,0.3333333333333333,3.888888888888889,0.8950605038682802,1.0,3.682926829268293,1.0,0.8524687685901249
Sparse and Compressive Sensing Techniques,2023,48,176,0.014737598849748382,0.3333333333333333,3.888888888888889,0.8950605038682802,1.0,-0.06890504273796694,0.0,0.0,0.020833333333333332,0.013749641936407906,0.30113636363636365,3.4204545454545454,0.9610104819964037,1.0,3.7916666666666665,0.0,0.8182870370370371
Statistical Methods and Inference,2019,28,77,0.014056224899598393,0.28205128205128205,2.1025641025641026,0.8792385484830457,0.0,0.3385560517926125,3.0,1.3862943611198906,0.0,0.019760056457304165,0.35064935064935066,2.25974025974026,0.9361870788743559,1.0,2.7857142857142856,6.0,0.46271585557299844
Statistical Methods and Inference,2020,30,101,0.019760056457304165,0.35064935064935066,2.25974025974026,0.9361870788743559,1.0,-0.21623108558844528,1.5,0.9162907318741551,0.0,0.01589825119236884,0.24752475247524752,3.0693069306930694,0.9208740894901145,1.0,3.4,3.0,0.5875
Statistical Methods and Inference,2022,29,107,0.008257279443720122,0.39655172413793105,2.5517241379310347,0.8867786705624544,0.0,0.2305401695503866,0.0,0.0,0.0,0.010424155283968369,0.3177570093457944,3.177570093457944,0.9403460207612457,1.0,3.7586206896551726,1.0,0.6578249336870027
Statistical Methods and Inference,2023,35,120,0.010424155283968369,0.3177570093457944,3.177570093457944,0.9403460207612457,1.0,-0.03858841408557989,0.0,0.0,0.0,0.010025780578630765,0.275,3.183333333333333,0.9311148268961925,1.0,3.4857142857142858,1.0,0.7180124223602484
Stochastic Gradient Optimization Techniques,2016,21,72,0.043256997455470736,0.38,2.36,0.9003160011490952,0.0,-0.14246405746219137,3.0,1.3862943611198906,0.047619047619047616,0.0375,0.2638888888888889,3.7222222222222223,0.8526748971193415,0.979020979020979,3.5714285714285716,7.0,0.5264847512038523
Stochastic Gradient Optimization Techniques,2017,34,102,0.0375,0.2638888888888889,3.7222222222222223,0.8526748971193415,0.979020979020979,0.30628155024526116,4.5,1.7047480922384253,0.14705882352941177,0.050974512743628186,0.2647058823529412,2.9019607843137254,0.9275908951361783,1.0,3.235294117647059,10.0,0.6298617807778849
Stochastic Gradient Optimization Techniques,2018,59,180,0.050974512743628186,0.2647058823529412,2.9019607843137254,0.9275908951361783,1.0,0.14994657695606772,7.0,2.0794415416798357,0.11864406779661017,0.05923694779116466,0.3388888888888889,3.4444444444444446,0.943425696782831,0.988148538319726,3.457627118644068,12.0,0.5835079032565226
Stochastic Gradient Optimization Techniques,2019,72,234,0.05923694779116466,0.3388888888888889,3.4444444444444446,0.943425696782831,0.988148538319726,-0.15314189781827103,6.0,1.9459101490553132,0.125,0.05081157374735357,0.358974358974359,3.358974358974359,0.9569429771444768,1.0,3.4722222222222223,12.0,0.6044205495818399
Stochastic Gradient Optimization Techniques,2020,58,195,0.05081157374735357,0.358974358974359,3.358974358974359,0.9569429771444768,1.0,-0.5013873683546484,5.5,1.8718021769015913,0.08620689655172414,0.03073661897191309,0.4358974358974359,3.476923076923077,0.9213595186587344,0.9996989312057806,3.6379310344827585,7.0,0.4987144585601936
Stochastic Gradient Optimization Techniques,2021,88,289,0.03073661897191309,0.4358974358974359,3.476923076923077,0.9213595186587344,0.9996989312057806,0.21790145215722134,0.5,0.4054651081081644,0.03409090909090909,0.03824424163407214,0.31141868512110726,3.4948096885813147,0.9648956747191243,0.9847718805941266,3.659090909090909,2.0,0.7114381520119225
Stochastic Gradient Optimization Techniques,2022,108,381,0.03824424163407214,0.31141868512110726,3.4948096885813147,0.9648956747191243,0.9847718805941266,0.014929383956670428,0.0,0.0,0.009259259259259259,0.038820992092020126,0.30708661417322836,4.125984251968504,0.9680058584379182,0.9942388690754757,3.8796296296296298,1.0,0.7709986772486772
Stochastic Gradient Optimization Techniques,2023,80,283,0.038820992092020126,0.30708661417322836,4.125984251968504,0.9680058584379182,0.9942388690754757,-0.5253410845359032,0.0,0.0,0.0,0.022916069894013177,0.3250883392226148,3.5618374558303887,0.9619396738793478,1.0,3.725,0.0,0.788109756097561
Topic Modeling,2018,30,119,0.019490254872563718,0.3137254901960784,3.4901960784313726,0.867567226360308,1.0,0.433487661815549,8.0,2.1972245773362196,0.1,0.030120481927710843,0.2605042016806723,4.26890756302521,0.9157396449704143,1.0,4.2,21.0,0.45372279495990836
Topic Modeling,2019,32,118,0.030120481927710843,0.2605042016806723,4.26890756302521,0.9157396449704143,1.0,-0.28690761223497585,7.5,2.1400661634962708,0.25,0.022582921665490474,0.2966101694915254,3.983050847457627,0.9251607062019013,1.0,3.84375,22.0,0.8038954943679599
Topic Modeling,2020,49,280,0.022582921665490474,0.2966101694915254,3.983050847457627,0.9251607062019013,1.0,0.13906336414325793,9.0,2.302585092994046,0.3469387755102041,0.025967143614202437,0.18928571428571428,8.142857142857142,0.8162588488765774,1.0,5.877551020408164,18.0,0.837969633159703
Topic Modeling,2021,49,222,0.025967143614202437,0.18928571428571428,8.142857142857142,0.8162588488765774,1.0,-0.19751424193924993,2.0,1.0986122886681096,0.20408163265306123,0.021295089091699262,0.21621621621621623,5.0,0.9378719259800341,1.0,4.673469387755102,6.0,0.7848191908342285
Topic Modeling,2022,96,610,0.021295089091699262,0.21621621621621623,5.0,0.9378719259800341,1.0,0.48091040977076016,5.0,1.791759469228055,0.4166666666666667,0.03450754852624011,0.1885245901639344,13.760655737704917,0.7846218741794614,0.990062696412122,6.96875,9.0,0.8510078749412318
Topic Modeling,2023,185,1073,0.03450754852624011,0.1885245901639344,13.760655737704917,0.7846218741794614,0.990062696412122,0.4279810220162914,5.0,1.791759469228055,0.43243243243243246,0.05299341162990547,0.24976700838769805,8.100652376514445,0.9512156368788335,0.9972930137232281,6.286486486486487,9.0,0.7426171223610106
